,,Student,,Expert,Nicad-30,Nicad-40,Nicad-50,MeCC_95_20,MeCC_95_10,MeCC_95_4,MeCC_90_20,MeCC_90_10,MeCC_90_4,MeCC_80_20,MeCC_80_10,MeCC_80_4,MeCC_70_20,MeCC_70_10,MeCC_70_4,MeCC_60_20,MeCC_60_10,MeCC_60_4,MeCC_50_20,MeCC_50_10,MeCC_50_4,Simcad
fpetestmodule..nest1()-grpmodule..grp_getgrgid(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_asin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..search(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpetestmodule..nest2(),,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_mul(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpectlmodule..sigfpe_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-grpmodule..initgrp(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_lin2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_ratecv(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_minmax(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fcntlmodule..fcntl_lockf(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fcntlmodule..fcntl_ioctl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_tomono(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_max(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_log10(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_findmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fcntlmodule..conv_descriptor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop.._sum2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_findfactor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_adpcm2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_lin2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fcntlmodule..all_ins(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpectlmodule..turnoff_sigfpe(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_avgpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_sin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_getsample(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_alaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..st_14linear2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_rms(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fcntlmodule..initfcntl(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_tan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_tanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_acos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_asinh(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpetestmodule..initfpetest(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_ulaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_maxpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..st_linear2alaw(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..math_1(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpectlmodule..initfpectl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_add(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_avg(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_exp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_cosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_atanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpetestmodule..overflow(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpectlmodule..turnon_sigfpe(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..initaudioop(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fcntlmodule..fcntl_flock(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..math_error(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..c_acosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-fpetestmodule..printerr(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_findfit(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_bias(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-cmathmodule..initcmath(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-grpmodule..mkgrent(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_lin2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-grpmodule..grp_getgrgid(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_asin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..cmath_log(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpectlmodule..sigfpe_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-grpmodule..initgrp(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_lin2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_ratecv(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_minmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fcntlmodule..fcntl_lockf(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fcntlmodule..fcntl_ioctl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_tomono(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_max(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_log10(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_findmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fcntlmodule..conv_descriptor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop.._sum2(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_findfactor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_adpcm2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_lin2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fcntlmodule..all_ins(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpectlmodule..turnoff_sigfpe(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_avgpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_sin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_getsample(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_alaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..st_14linear2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_rms(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fcntlmodule..initfcntl(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_tan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_tanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_acos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_asinh(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpetestmodule..initfpetest(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_ulaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_maxpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..st_linear2alaw(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..math_1(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpectlmodule..initfpectl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_add(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_avg(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_exp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_cosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_atanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpetestmodule..overflow(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpectlmodule..turnon_sigfpe(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..initaudioop(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fcntlmodule..fcntl_flock(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..math_error(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..c_acosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpetestmodule..printerr(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_findfit(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-audioop..audioop_bias(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-cmathmodule..initcmath(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-grpmodule..mkgrent(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sqrt()-fpetestmodule..nest1(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_lin2lin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-cmathmodule..c_prodi(),,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fcntlmodule..ins(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-cmathmodule..c_cos(),,0.5,,Unsure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-cmathmodule..c_log(),,0.5,,Unsure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fpectlmodule..sigfpe_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_lin2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_ratecv(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_minmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fcntlmodule..fcntl_lockf(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fcntlmodule..fcntl_ioctl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_tomono(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_max(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-cmathmodule..c_log10(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_findmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-fcntlmodule..conv_descriptor(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop.._sum2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_sinh()-audioop..audioop_findfactor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
